first_index,all_indices,title_hi,title_en,youtube_url,tags
1,1,पंचाक्षरी मन्त्र,Panchakshari Mantra,https://youtu.be/bc1obsjb58c?si=oQIb1G1Fx1wOJ8Gw,"LoveAndRelationship, Mantra, Peace, Shivji, Strength"
2,"2, 459, 486, 544, 699",महामृत्युंजय मंत्र,Mahamrityunjay Mantra,https://youtu.be/OV9LXGOXjgs?si=0izGm1eYkmBS0343,"Happiness, Health, MahaShivratri, Mantra, Peace, Shivji, Strength"
3,3,रुद्र मंत्र,Rudra Mantra,https://youtu.be/iEAPaA9Yf1s?si=lGmdeqXsCqtQQzx1,"MahaShivratri, Mantra, Shivji"
4,"4, 460",शिव गायत्री मंत्र,Shiv Gayatri Mantra,https://youtu.be/ytV08faCJwg?si=eXY_cZGO-FsueNS1,"MahaShivratri, Mantra, Shivji"
5,"5, 461",शिव स्तुति मंत्र,Shiv Stuti Mantra,https://youtu.be/Ly_Md1OOyTE?si=nCT-_G7dkRiPuF7QQ,"LoveAndRelationship, MahaShivratri, Mantra, Shivji"
6,6,शिव तांडव स्तोत्रम (संक्षिप्त अंश - रावण रचित) [1],Shiv Tandav Stotram,https://youtu.be/S980-z1qx3g?si=skvwCt7XGHenuWbP,"MahaShivratri, Shivji, Strength, Strotam"
7,7,शिव पंचाक्षर स्तोत्रम्:,Shiv Panchakshar Stotram:,https://youtu.be/3rJ4HVA9cII?si=euKFMGNZX2c0rt5p,"Shivji, Strotam, Success"
8,8,शिव महिम्न स्तोत्र:,Shiv Mahimn Stotra:,https://youtu.be/TXXioV0_9-o?si=wEaulnEEeYWdA4C5,"Shivji, Strotam"
9,9,वेदसार शिव स्तोत्रम्,Vedasar Shiv Stotram,https://youtu.be/3_8Z1uqPWZ0?si=2Vlmkq5w0gw_xDCZ,"Shivji, Strotam"
10,10,शिव चालीसा,Shiv Chalisa,https://youtu.be/-mUoM-sSzkc?si=a3TP0d2Z_b5S-kCr,"Chalisa, Shivji, Strength"
11,11,श्री रुद्राष्टकम् (संक्षिप्त अंश - तुलसीदास रचित),Shri Rudrashtakam (Sankshipt Ansh - Tulsidas Rachit),https://youtu.be/081bLdQKX-Q?si=msq2vM1Qng2BQD9H,"Ashtakam, Shivji"
12,12,शिव स्तुति,Shiv Stuti,https://youtu.be/JfXPpBVPkcU?si=fMvP8aJMsyMYOHU3,"Shivji, Stuti"
13,13,ॐ जय शिव ओंकारा,Om Jai Shiv Omkara,https://youtu.be/BhwOproElxU?si=hlOKkSda3B3Cka2O,"Aarti, Shivji"
14,14,ध्यान श्लोक (पूजा हेतु),Dhyan Shlok (Puja Hetu),https://youtu.be/HdFD5S7pdtw?si=LGbLbPv5GY_tE3Ab,"Shivji, Shloka"
15,15,शिव शंकर को जिसने पूजा,Shiv Shankar Ko Jisne Puja,https://youtu.be/w7HbgKcQS_w?si=KCJVUE_VkpIA8tKc,"Bhajan, Health, MahaShivratri, Shivji"
16,16,सुबह सुबह ले शिव का नाम,Subah Subah Le Shiv Ka Naam,https://youtu.be/TplRlUULXz8?si=w-ebBCmQx88smeOh,"Bhajan, Shivji"
17,17,हे शम्भू बाबा मेरे भोले नाथ,He Shambhu Baba Mere Bhole Nath,https://youtu.be/i6rDYxNpubk?si=Z1cSGYW4UCmuEsd6,"Bhajan, Shivji"
18,18,चलो शिव शंकर के मंदिर में भक्तों,Chalo Shiv Shankar Ke Mandir Mein Bhakto,https://youtu.be/uY5YAvygOJs?si=8dBC9W82qOAvOxTd,"Bhajan, Shivji"
19,19,भोले भंडारी सबके ही भंडार भरे,Bhole Bhandari Sabke Hi Bhandar Bhare,https://youtu.be/zfhnJkZbtB0?si=J0cNKvR_xcs-AdL7,"Bhajan, Shivji"
20,20,शंकर तेरी जटा में बहती है गंगधारा,Shankar Teri Jata Mein Behti Hai Gangdhara,https://youtu.be/ZxAZksjaUUU?si=pFBqlNlDgtv6Qwxu,"Bhajan, Shivji"
21,21,सम्पूर्ण शिव पुराण सार,Sampurn Shiv Puran Saar,https://youtu.be/d-zWzSTNOMo?si=8Gtyc3crPXZxHvXM,"Katha, Shivji"
22,22,शिव जी का जन्म कैसे हुआ,Shiv Ji Ka Janm Kaise Hua,https://youtu.be/g4iZhS7EvQc?si=tajjxxWlYauvwgSt,"Katha, Shivji"
23,23,सम्पूर्ण गाथा नीलकंठ की,Sampurn Gatha Neelkanth Ki,https://youtu.be/zUdp2fQJemw?si=jdzUfbtXHLEoG4OC,"Katha, Shivji"
24,24,नंदी कैसे बने शिवजी के सवारी,Nandi Kaise Bane Shivji Ke Sawari,https://youtu.be/2hUQyXzKgOo?si=dvtDXcOirPxrEizn,"Katha, Shivji"
25,25,आखिर क्यों शिवपार्वती ने लिया था अर्धनारीश्वर रूप ?,Aakhir Kyon Shiv-Parvati Ne Liya Tha Ardhanarishwar Roop?,https://youtu.be/4lokTkaO9xs?si=C19AkxnlrW3NFtQ2,"Katha, Shivji"
26,26,क्यों मिला था चंद्रमा को श्राप ?,Kyon Mila Tha Chandrama Ko Shrap?,https://youtu.be/iEIJBAKx0wI?si=bBiJfhIDY2Psljnj,"Katha, Shivji"
27,27,12 ज्योतिर्लिंग की कथाएँ क्या है?,12 Jyotirling Ki Kathayein Kya Hai?,https://youtu.be/My9aRwekYGk?si=jbP4Jiv89W7Ij-D7,"Katha, Shivji"
28,28,शिव ने अपने ही पुत्र गणेश का सिर क्यों काटा?,Shiv Ne Apne Hi Putra Ganesh Ka Sir Kyon Kata?,https://youtu.be/oa1tHpermgU?si=VvSwaXWDjjjQ4FfT,"Katha, Shivji"
29,29,हनुमान बीज मंत्र,Hanuman Beej Mantra,https://youtu.be/o5Uk1sxGBZU?si=aIuPQqmzIrromxMt,"HanumanJi, Mantra, Strength"
30,30,हनुमान गायत्री मंत्र:,Hanuman Gayatri Mantra:,https://youtu.be/AXDLxXIbxAs?si=LRLn7ZBIQYzSWhry,"HanumanJi, Mantra, Shloka"
31,31,मनोजवं मारुततुल्यवेगं मंत्र:,Manojavam Marutatulyavegam Mantra:,https://youtu.be/iWd6VAWduZg?si=qrMcv4ayCSmC3X_q,"HanumanJayanti, HanumanJi, Happiness, LoveAndRelationship, Mantra, Shloka, Strength, Stuti"
32,32,रुद्रावतार हनुमान मंत्र (मूल मंत्र:),Rudravatar Hanuman Mantra (Mool Mantra:),https://youtu.be/BYDOl5Sm-HE?si=80FQdV8AYyPkhQOY,"HanumanJi, Mantra"
33,33,आंजनेय मंत्र,Anjaneya Mantra,https://youtu.be/OhF0O9nb5t8?si=FNJNYprwyEwqcGsC,"HanumanJi, Mantra"
34,"34, 463",प्रमुख मंत्र:,Pramukh Mantra:,https://youtu.be/FUpzgvsWkL8?si=XDpQmK9jpt227gC0,"HanumanJayanti, HanumanJi, Health, Mantra, Shloka"
35,35,रक्षा कवच मंत्र:,Raksha Kavach Mantra:,https://youtu.be/_97POkIQ_kQ?si=2Nyp0GAVtCXv1eOf,"HanumanJi, Mantra"
36,36,मारुती स्तोत्र,Maruti Stotra,https://youtu.be/V1-7O0EPaJk?si=0-xX1NUeG-kZ76qS,"HanumanJi, Strotam"
37,37,श्री हनुमान तांडव स्तोत्र,Shri Hanuman Tandav Stotra,https://youtu.be/AjCLVm6gKQc?si=acKj8AiCXoLASvM8,"HanumanJi, Strotam"
38,38,श्री आञ्जनेय द्वादशनाम स्तोत्रम्,Shri Anjaneya Dwadashnam Stotram,https://youtu.be/BjvVJOS7xPE?si=NtPLuZzAbGNbe6gO,"HanumanJi, Strotam"
39,39,पंचमुखी हनुमान स्तोत्र,Panchmukhi Hanuman Stotra,https://youtu.be/PzjSJIswc6s?si=VeKkvGCYklpFQt0d,"HanumanJi, Strotam"
40,"40, 464, 550",हनुमान चालीसा,Hanuman Chalisa,https://youtu.be/AETFvQonfV8?si=YezmW2nYi76Eoi6Q,"Chalisa, Dussehra, HanumanJayanti, HanumanJi, RamNavami, Strength, Strotam, Success"
41,41,संकटमोचन हनुमान अष्टक,Sankatmochan Hanuman Ashtak,https://youtu.be/HH_a6aRO1TE?si=oQ72oac9OI-c9FEL,"Ashtakam, Bhajan, HanumanJayanti, HanumanJi, Strength, Strotam, Success"
42,42,"अतुलितबलधामं हेमशैलाभदेहं,","Atulitbaladhamam Hemashailabhadeham,",https://youtu.be/CIl1O1GwOfk?si=l5pF_ixmqVuHcdOn,"HanumanJayanti, HanumanJi, Happiness, Health, Mantra, Shloka, Stuti, Success"
43,43,आरती कीजै हनुमान लला की,Aarti Keeje Hanuman Lala Ki,https://youtu.be/r7GJ8GoGSD8?si=5vKJpH3tM6QoFwzl,"Aarti, Dussehra, HanumanJi"
44,44,बुद्धिर्बलं यशो धैर्यं निर्भयत्वमरोगता।,Buddhirbalam Yasho Dhairyam Nirbhayatvamarogata.,https://youtu.be/4PZzUru94JY?si=unI0BALTYhAIdzmS,"HanumanJi, Shloka"
45,"45, 465",हनुमान गायत्री,Hanuman Gayatri,https://youtu.be/AXDLxXIbxAs?si=61Ag66LJRXixtINz,"HanumanJi, Mantra, Shloka"
46,46,मर्कटेश महोत्साह सर्वशोक विनाशन।,Markatesh Mahotsah Sarvashok Vinashan.,https://youtu.be/xvaY6-PgNyY?si=1wxv0hpaEyvvF4jN,"HanumanJi, Shloka"
47,47,कार्य सिद्धि,Karya Siddhi,https://youtu.be/faCtr2ajTuE?si=svKC2jHHd_23bpz4,"HanumanJi, Shloka"
48,48,अतुलितबलधामं श्लोक,Atulitbaladhamam Shlok,https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN,"HanumanJayanti, HanumanJi, Happiness, Health, Mantra, Shloka, Stuti, Success"
49,49,दुनिया चले न श्री राम के बिना,Duniya Chale Na Shri Ram Ke Bina,https://youtu.be/sDhrWWWBQLI?si=x0qKB6U3A5R2FSQr,"Bhajan, Dussehra, HanumanJayanti, HanumanJi"
50,50,हे दुख भंजन मारुति नंदन,He Dukh Bhanjan Maruti Nandan,https://youtu.be/n4fZknyZlsk?si=W6avmHz2Bl7IEuMr,"Bhajan, HanumanJayanti, HanumanJi, Health"
51,51,छम छम नाचे वीर हनुमान,Chham Chham Nache Veer Hanuman,https://youtu.be/hy_UKySqiNo?si=WO1ouxTrWAya94GP,"Bhajan, HanumanJi"
52,52,संकट मोचन नाम तिहारो,Sankat Mochan Naam Tiharo,https://youtu.be/HH_a6aRO1TE?si=rTY4-xxT-cJfpz4W,"Ashtakam, Bhajan, HanumanJayanti, HanumanJi, Strength, Strotam, Success"
53,53,बजरंग बली मेरी नाव चली,Bajrang Bali Meri Naav Chali,https://youtu.be/eH89BxWg9P4?si=5IOyC_otVc9JKSFd,"Bhajan, HanumanJayanti, HanumanJi"
54,54,वीर हनुमाना अति बलवाना,Veer Hanumana Ati Balwana,https://youtu.be/Dlu4KGrnmZg?si=uNHWa9x_7eYIABar,"Bhajan, HanumanJi"
55,55,हनुमान जन्म कथा,Hanuman Janm Katha,https://youtu.be/IfpaqbjwW6Y?si=0Q_-WTElzyLcpNwT,"HanumanJi, Katha"
56,56,हनुमान: शक्ति-भक्ति-बुद्धि,Hanuman: Shakti-Bhakti-Buddhi,https://youtu.be/_35QngzzdEQ?si=l9SidSRJ4C7GTyks,"HanumanJi, Katha"
57,57,राम-हनुमान मिलाप,Ram-Hanuman Milap,https://youtu.be/IJfsaSWM7vg?si=dEF6K1qP5r5Mh6vZ,"HanumanJi, Katha"
58,58,हनुमान जनम कथा,Hanuman Janm Katha,https://youtu.be/JGi64RoqZ9g?si=LzuKJAoqe1TsPcav,"HanumanJayanti, HanumanJi, Katha"
59,59,हनुमान रक्षा कवच,Hanuman Raksha Kavach,https://youtu.be/Yafs12RHYqw?si=DFgZFimu47Z3K-Ye,"HanumanJi, Katha"
60,60,हनुमान लंका गमन,Hanuman Lanka Gaman,https://youtu.be/av3Vf23CRqc?si=hRrw_iHsdMJ8WfIw,"HanumanJi, Katha"
61,61,मूल बीज मंत्र,Mool Beej Mantra,https://youtu.be/Naruxgq6oMU?si=FcMrbfkDJoW6MNjX,"Diwali, GaneshChaturthi, GaneshJi, Happiness, Knowledge, Mantra, Peace, Success"
62,62,वक्रतुण्ड महाकाय मंत्रा,Vakratunda Mahakaya Mantra,https://youtu.be/kxxhO92X8ro?si=kI__HcFg2zNoXZn2,"GaneshJi, Mantra"
63,63,गणेश गायत्री,Ganesh Gayatri,https://youtu.be/dkVlpm1mKFI?si=crdKp9jnOOfpOZx7,"Diwali, GaneshChaturthi, GaneshJi, Mantra"
64,64,संकट नाशक मंत्र,Sankat Nashak Mantra,https://youtu.be/sHjD9ChjUsU?si=kj5RxANqbh9URRDf,"GaneshJi, Mantra"
65,65,ॐ विनायकाय नमः,Om Vinayakaya Namah,https://youtu.be/PeYGaeORoOY?si=ONsUR5ezqmmko8O0,"GaneshJi, Mantra"
66,66,ॐ लम्बोदराय नमः,Om Lambodaray Namah,https://youtu.be/a5qd1rCqkvI?si=s5oYDC9M7BF8gZIn,"GaneshJi, Mantra"
67,67,श्री संकटनाशन गणेश स्तोत्र:,Shri Sankatnashan Ganesh Stotra:,https://youtu.be/aTFeZxXkL78?si=m5lUjY4i8013BWXj,"GaneshChaturthi, GaneshJi, Health, Strotam, Success, Wealth"
68,68,गणेश अथर्वशीर्ष:,Ganesh Atharvashirsha:,https://youtu.be/Tssx17scqO4?si=uOt96Cx7Sz5DPI5b,"GaneshChaturthi, GaneshJi, Strotam"
69,"69, 472",ऋणहर्ता गणेश स्तोत्र:,Rinaharta Ganesh Stotra:,https://youtu.be/aH2ipOQ1_bU?si=O2s_vctg1Roye0xu,"GaneshJi, Strotam"
70,70,श्री गणेश कवच:,Shri Ganesh Kavach:,https://youtu.be/av9FFShVYBU?si=Ad06fEsAnohtH32q,"GaneshChaturthi, GaneshJi, Strotam"
71,71,गणेश अष्टोत्तर शतनाम स्तोत्र:,Ganesh Ashtottara Shatanam Stotra:,https://youtu.be/XhxvcnExPNQ?si=w62P2ANg6x0OryeL,"GaneshJi, Strotam"
72,72,मयूरेस्वर स्तोत्र:,Mayureshwar Stotra:,https://youtu.be/udRgk50LOuA?si=OnWHt9_jUWmMlIHv,"GaneshJi, Strotam"
73,"73, 455",श्री गणेश चालीसा,Shri Ganesh Chalisa,https://youtu.be/WyHFSjN0miU?si=pCUb4V5RltoNG-DB,"Chalisa, GaneshChaturthi, GaneshJi, Strength, Strotam, Success, Wealth"
74,74,श्री गणेशपञ्चरत्नम्,Shri Ganeshpancharatnam,https://youtu.be/vYFOV9nj-_w?si=r49ExtqDfppGq1cg,"Ashtakam, GaneshChaturthi, GaneshJi, Knowledge, Strotam"
75,75,तुलसीदास कृत श्री गणेश स्तुति,Tulsidas Krit Shri Ganesh Stuti,https://youtu.be/PHYOoKN1eRA?si=ss-wUy5JBBGT5IWO,"GaneshJi, Stuti"
76,76,सिद्धिविनायक स्तुति,Siddhivinayak Stuti,https://youtu.be/-ZrQZp2y3PQ?si=hCx7LtL3gBXFjUBg,"GaneshJi, Stuti"
77,77,नमामि ते गजाननं,Namami Te Gajananm,https://youtu.be/2GQ7t3b3PIM?si=LoDVda5DZZXnfd-B,"GaneshJi, Stuti"
78,"78, 773",जय गणेश जय गणेश देवा,Jai Ganesh Jai Ganesh Deva,https://youtu.be/Yuex2EnsGiY?si=SN2TjtMVVhHmp7gl,"Aarti, Diwali, GaneshJi, Janmashtami, Stuti"
79,79,सुखकर्ता दुखहर्ता वार्ता विघ्नाची,Sukhakarta Dukhaharta Varta Vighnachi,https://youtu.be/gFr5p5AyuD0?si=QD5VW5nRGb8TXEFJ,"Aarti, Bhajan, GaneshChaturthi, GaneshJi"
80,80,शेंदूर लाल चढ़ायो अच्छा गजमुख को,Shendur Lal Chadhayo Achchha Gajmukh Ko,https://youtu.be/bo62sjQ0CmE?si=t1lAn32pD2F23gVQ,"Aarti, Bhajan, GaneshChaturthi, GaneshJi"
81,81,जय देव जय देव जय मंगलमूर्ती,Jai Dev Jai Dev Jai Mangalmurti,https://youtu.be/_NgJw_JU0N0?si=xxET0DfzB9lul_dc,"Aarti, GaneshJi"
82,82,आरती सिद्धिविनायक जी की,Aarti Siddhivinayak Ji Ki,https://youtu.be/_oOQ5UYKAKo?si=LHHmXG1Si_5d1Gky,"Aarti, GaneshJi"
83,83,वक्रतुण्ड महाकाय श्लोक,Vakratunda Mahakaya Shloka,https://youtu.be/x0n-mk-_OHg?si=qBZDhZeI421iS3TG,"GaneshJi, Shloka"
84,84,गजाननं श्लोक,Gajananm Shloka,https://youtu.be/6fl5JFL-SoA?si=uMzDR8I4B2c9dy8-,"GaneshJi, Knowledge, Shloka, Stuti"
85,85,अगजानन पद्मार्कं श्लोक,Agajanan Padmarkam Shloka,https://youtu.be/bQrYmTfw59Q?si=h7eoNNv6DhDZhGuT,"GaneshJi, Shloka"
86,86,विघ्नेश्वराय वरदाय श्लोक,Vighneshwaraya Varadaya Shloka,https://youtu.be/r-8-0OwqDjE?si=UMvZ1OKIqCgV3z5I,"GaneshJi, Shloka"
87,87,अभीप्सितार्थ सिद्धयर्थं श्लोक,Abhipsitarth Siddhyartham Shloka,https://youtu.be/rzAm4kvEDbc?si=esY2jKOVx-Z2hH93,"GaneshJi, Shloka"
88,88,घर में पधारो,Ghar Mein Padharo,https://youtu.be/nLUmRxc6140?si=tDzujtf2OLcvCbDf,"Bhajan, GaneshChaturthi, GaneshJi"
89,89,संकट हर लो मंगल कर दो,Sankat Har Lo Mangal Kar Do,https://youtu.be/ZswQ9qUMDTs?si=JCy5lg1H5mtQ_5JL,"Bhajan, GaneshJi"
90,90,तेरी जय हो गणेश,Teri Jai Ho Ganesh,https://youtu.be/enalr0CvqVM?si=WMYDWThqcqx9a4pP,"Bhajan, GaneshChaturthi, GaneshJi"
91,91,हे गौरी नंदन तुमको वन्दन,He Gauri Nandan Tumko Vandan,https://youtu.be/BMHSi1dzXzs?si=rn151FPk0nrcDwwa,"Bhajan, GaneshJi"
92,92,गजानन कर दो बेड़ा पार,Gajaanana Kar Do Beda Paar,https://youtu.be/KP_dAI4k1Dg?si=ssSVFPUldb97cxGY,"Bhajan, GaneshJi"
93,93,गणपति पहला तुम्हे प्रणाम है,Ganpati Pehla Tumhe Pranam Hai,https://youtu.be/c6NhHI-nOW0?si=KvNW6DMPNdcX9kLy,"Bhajan, GaneshJi"
94,94,गजानन महाराज पधारो,Gajanan Maharaj Padharo,https://youtu.be/fOWk1A27pKQ?si=1hsP5OkDsZwIELgh,"Bhajan, GaneshJi"
95,95,श्री गणेश जन्म कथा,Shri Ganesh Janm Katha,https://youtu.be/yqzr0_-2XbQ?si=KaaBH4Ke-TxOb1ih,"GaneshJi, Katha"
96,96,प्रथम पूज्य गणेश,Pratham Pujya Ganesh,https://youtu.be/VYCZdEaHLCE?si=VW3FFZDKm2dzI8oX,"GaneshJi, Katha"
97,97,महाभारत लेखन कथा,Mahabharat Lekhan Katha,https://youtu.be/6PfjQNc3J8M?si=G20iarXyjqTOP0wI,"GaneshJi, Katha"
98,98,द्वादशाक्षर मंत्र,Dwadashakshar Mantra,https://youtu.be/Vb06G2bDFkE?si=mxsOg_3XgD0DSJQi,"Mantra, VishnuJi"
99,99,ॐ नमो नारायणाय,Om Namo Narayanaya,https://youtu.be/BLn-f2DZN4Y?si=tdz0GGjNGQIWYzX4,"Mantra, Peace, VishnuJi"
100,100,श्रीमन नारायण नारायण हरी हरी,Shriman Narayan Narayan Hari Hari,https://youtu.be/MuVrsDfgwI0?si=TpM7uKaIrn00Acbk,"Bhajan, Mantra, VishnuJi"
101,101,ॐ विष्णवे नमः,Om Vishnave Namah,https://youtu.be/U7WIOZyTEaQ?si=sdZ_Z-n3qy3JFTNU,"Mantra, VishnuJi"
102,102,कार्तवीर्यार्जुन मंत्र,Kartaviryarjuna Mantra,https://www.youtube.com/live/IhBouQi3D9Q?si=jENRpKbSc3oDZxDg,"Mantra, VishnuJi"
103,103,ॐ लक्ष्मीपतये नमः,Om Lakshmipataye Namah,https://youtu.be/erQ7OvBnfMY?si=6Tr4oodbqcuN7H97,"Mantra, VishnuJi"
104,104,विष्णु गायत्री,Vishnu Gayatri,https://youtu.be/Uv2p2kTnlH8?si=FYYRnfJoBZIy0LmR,"Mantra, VishnuJi"
105,105,शान्ताकारं भुजगशयनं पद्मनाभं सुरेशं,Shantakaram Bhujagashayanam Padmanabham Suresham,https://youtu.be/Im5TK-glA9M?si=HrtM-508EyU_APJO,"Happiness, Health, LoveAndRelationship, Mantra, Peace, Stuti, Success, VishnuJi"
106,106,ॐ अचुताय नमः,Om Achyutaya Namah,https://youtu.be/6Ncyh3vwtQI?si=JS1uUNm_AsCNqZUZ,"Mantra, VishnuJi"
107,107,विष्णु सहस्रनाम स्तोत्रम्:,Vishnu Sahasranama Stotram:,https://youtu.be/zKC17254flc?si=1RLal5iLIRaiuuMb,"Strength, Strotam, VishnuJi"
108,108,गजेन्द्र मोक्ष स्तोत्र:,Gajendra Moksha Stotra:,https://youtu.be/3dmYdRgJsJ4?si=G1IqQRXpQdgix2Pr,"Strotam, VishnuJi"
109,109,लक्ष्मी नारायण स्तोत्र,Lakshmi Narayan Stotra,https://youtu.be/EkAUXHqqaLk?si=c4jgf8zmawRwmVRl,"LoveAndRelationship, Strotam, VishnuJi"
110,110,विष्णु पंजर स्तोत्रम्,Vishnu Panjar Stotram,https://youtu.be/kt9-B0uUmRY?si=Or6uohC4Z_ZY7DZ5,"Strotam, VishnuJi"
111,111,नारायण सुक्तम,Narayan Suktam,https://youtu.be/vLP6gdiDbOU?si=jO6MgHWC3vJEyRrd,"Strotam, VishnuJi, Wealth"
112,112,विष्णु भुजंग प्रयात स्तोत्र,Vishnu Bhujang Prayat Stotra,https://youtu.be/yx_Koe1uOdI?si=AHlai-OftkIyeKnG,"Strotam, VishnuJi"
113,113,श्री हरि स्तोत्रम्,Shri Hari Stotram,https://youtu.be/gsHIPGDctJ0?si=0M-JKLTSQ47e8TaB,"Peace, Strotam, VishnuJi"
114,114,विष्णु चालीसा,Vishnu Chalisa,https://youtu.be/yPiSJP34-QM?si=YnJXYPnTNuwpbv0L,"Chalisa, VishnuJi"
115,115,अच्युताष्टकम,Achyutashtakam,https://youtu.be/gy07mltqNRc?si=qzWa5TytleC7FSax,"Ashtakam, VishnuJi"
116,116,श्री विष्णु स्तुति,Shri Vishnu Stuti,https://youtu.be/XAxNnRPoyiU?si=SzEsaZlOfS48Hd-b,"Diwali, Knowledge, Mantra, Stuti, VishnuJi"
117,"117, 768, 790",ओम जय जगदीश हरे,Om Jai Jagdish Hare,https://youtu.be/NE3SWh9_vR4?si=oJOVnsbkOB7Qxw5b,"Aarti, Diwali, Dussehra, Health, Janmashtami, Stuti, Success, VishnuJi"
118,118,नमोऽस्त्वनन्ताय,Namostvanantaya,https://youtu.be/LG28JZIvNsc?si=aHLn3k0UYaxwBxWH,"Shloka, VishnuJi"
119,119,यदा यदा ही धर्मस्य,Yada Yada Hi Dharmasya,https://youtu.be/1AOgbhmP0ig?si=41xOtRemY_fBbdT2,"KrishnaJi, Shloka, VishnuJi"
120,120,कायेन वाचा,Kayena Vacha,https://youtu.be/CAc9h7oTjrM?si=oeZgKcwyJsEpKqOo,"PoojaKeSamay, Shloka, VishnuJi"
121,121,सशंखचक्रं सकिरीटकुण्डलं,Sashankhachakram Sakiritakundalam,https://youtu.be/_TGfTsdHi0c?si=S1p1qdhJL2vCsEl6,"Shloka, VishnuJi"
122,122,त्वमेव माता च पिता त्वमेव,Tvameva Mata Cha Pita Tvameva,https://youtu.be/JSVctoNlPKs?si=W7kvcuUvTsv_KM5A,"Mantra, Peace, Shloka, VishnuJi"
123,123,अच्युतम केशवम कृष्ण दामोदरम,Achyutam Keshavam Krishna Damodaram,https://youtu.be/3yczGKnskts?si=--z5nTrp4XW8mSRd,"Bhajan, Diwali, Happiness, Health, Janmashtami, KrishnaJi, LoveAndRelationship, Mantra, Peace, Stuti, Success, VishnuJi"
124,124,नमो नमो श्री नारायण जय बैकुण्ड बिहारी,Namo Namo Shri Narayan Jai Vaikunth Bihari,https://youtu.be/ABNYMP9z8qk?si=EkfBRWlZWFeDBGaz,"Bhajan, VishnuJi"
125,125,सारे जहाँ के मालिक तेरा ही आसरा है,Sare Jahan Ke Malik Tera Hi Aasra Hai,https://youtu.be/-JYk923PASE?si=wruS-9FuWwzEb6X5,"Bhajan, VishnuJi"
126,126,हरी आ जाओ एक बार,Hari Aa Jao Ek Baar,https://youtu.be/Ylxbl767w_w?si=2tEunpeyYL5Rxs1d,"Bhajan, VishnuJi"
127,127,सत्यनारायण व्रत कथा:,Satyanarayan Vrat Katha:,https://youtu.be/JCU2B7718PY?si=YHivudgRSSDMI3uY,"Katha, VishnuJi"
128,128,समुद्र मंथन की कथा:,Samudra Manthan Ki Katha:,https://youtu.be/ib4O0n3PH8o?si=gM39DNbgDuWKfvFA,"Katha, VishnuJi"
129,129,दशावतार कथा:,Dashavatar Katha:,https://youtu.be/URoRSBBZFgg?si=T85HrSjmY0jyqqr3,"Katha, VishnuJi"
130,130,नरसिंह अवतार और प्रह्लाद की कथा,Narsingh Avatar Aur Prahlad Ki Katha,https://youtu.be/HhLUl36i2gs?si=Qbhw_Rvjr7barqml,"Katha, VishnuJi"
131,131,वामन अवतार और राजा बलि की कथा,Vaman Avatar Aur Raja Bali Ki Katha,https://youtu.be/fDzcm2RKM4s?si=nQip96jtyul3SEsn,"Katha, VishnuJi"
132,132,विष्णु जी और माता लक्ष्मी के विवाह की कथा,Vishnu Ji Aur Mata Lakshmi Ke Vivah Ki Katha,https://youtu.be/iZkxNZpqQ4s?si=8wxeb0gCobXxfiQH,"Katha, VishnuJi"
133,133,शालिग्राम बनने की कथा,Shaligram Banne Ki Katha,https://youtu.be/Ik_zhFLWVA0?si=cC6xuVXf48XoS0dP,"Katha, LoveAndRelationship, VishnuJi"
134,134,गुरुवार व्रत कथा,Guruvar Vrat Katha,https://youtu.be/7_YKhtWKfX8?si=AWwS-7AgfKFaduT9,"Katha, VishnuJi"
135,"135, 498, 605",महालक्ष्मी बीज मंत्र,Mahalakshmi Beej Mantra,https://youtu.be/bcs4geISuy0?si=iIlUMsgUwP0VAQdf,"Diwali, Happiness, LakshmiJi, Mantra, Peace, Success, Wealth"
136,136,ॐ श्री महालक्ष्म्यै नमः,Om Shri Mahalakshmyai Namah,https://youtu.be/g_czAYo3MKQ?si=gMXItXZe4oVrD-co,"LakshmiJi, Mantra, Wealth"
137,137,लक्ष्मी गायत्री मंत्र,Lakshmi Gayatri Mantra,https://youtu.be/HeqiNrjiCfk?si=euAnm4LHlwCrPpSH,"Diwali, LakshmiJi, Mantra, Wealth"
138,138,श्री सिद्ध लक्ष्मी मंत्र,Shri Siddha Lakshmi Mantra,https://youtu.be/m8hvtU9Lzzk?si=Y9IBp48e1VidVKd4,"LakshmiJi, Mantra, Wealth"
139,139,ॐ धनाय नमो नमः,Om Dhanaya Namo Namah,https://youtu.be/HkdHyXjagiU?si=4GOKIUcqQY6_aHZB,"LakshmiJi, Mantra"
140,140,सर्वबाधा निवारण मंत्र,Sarvabadha Nivaran Mantra,https://youtu.be/QI_N_P6aZ7s?si=liGVZcINpHYs6PdJ,"LakshmiJi, Mantra"
141,141,ॐ ह्रीं ह्रीं श्री लक्ष्मी वासुदेवाय नम:।,Om Hreem Hreem Shri Lakshmi Vasudevaya Namah.,https://youtu.be/qR-PxhTOZXY?si=ZBtgkGLQ_x7io_NN,"LakshmiJi, Mantra"
142,142,श्री सूक्तम:,Shri Suktam:,https://youtu.be/OC7LQxuhQUU?si=Dk4q0uGOrbCSfm7I,"Diwali, LakshmiJi, Mantra, Navratri, Strotam, Stuti, Wealth"
