video_id,title_key,first_index,member_indices,old_tags_first,new_tags_first,map_tags,map_unique_titles_norm,status
y-Xv63obhKI,apadamapahartaram dataram sarvasampadam. lokabhiramam shriramam bhuyo bhuyo namamyaham.,213,"213,621",Shloka|Ramji,Shloka|Ramji,Dussehra|Health|Mantra|RamNavami|Ramji|Shloka|Strength|Strotam|Success|Wealth,आपदामपहर्तारं दातारं सर्वसंपदाम्|आपदामपहर्तारं दातारं सर्वसंपदाम्। लोकाभिरामं श्रीरामं भूयो भूयो नमाम्यहम्॥|राम रक्षा कवच मंत्र|राम रक्षा स्तोत्र,skipped_multi_title_map
pRjGwMSqjZo,payo ji maine ram ratan dhan payo,214,"214,622",Bhajan|Ramji,Bhajan|Ramji,Bhajan|Ramji,पायो जी मैंने राम रतन धन पायो,skipped_single_title_mismatch
PT1CwFIoc98,thumak chalat ramchandra bajat painjaniya,215,"215,623",Bhajan|Ramji,Bhajan|Ramji,Bhajan|Diwali|Dussehra|Ramji,ठुमक चलत रामचंद्र|ठुमक चलत रामचंद्र बाजत पैंजनिया,skipped_multi_title_map
jxtDNKTnmqY,shri ram janki baithe hain mere seene mein,216,"216,624",Bhajan|Ramji,Bhajan|Ramji,Bhajan|Ramji,श्री राम जानकी बैठे हैं मेरे सीने में,skipped_single_title_mismatch
Gtfufkz68KM,raghupati raghav raja ram,217,"217,625",Bhajan|Ramji,Bhajan|Ramji,Bhajan|Ramji,रघुपति राघव राजा राम,skipped_single_title_mismatch
raAgqGKgIU8,ram kahani suno re ram kahani,218,"218,626",Bhajan|Ramji,Bhajan|Ramji,Bhajan|Ramji,राम कहानी सुनो रे राम कहानी,skipped_single_title_mismatch
ZkKStVgGEJY,nagari ho ayodhya si,219,"219,627",Bhajan|Ramji,Bhajan|Ramji,Bhajan|Dussehra|RamNavami|Ramji,नगरी हो अयोध्या सी,skipped_single_title_mismatch
bZ-Zrc-GPoc,ram ji ki nikli sawari,220,"220,628",Bhajan|Ramji,Bhajan|Ramji,Bhajan|Dussehra|RamNavami|Ramji,राम जी की निकली सवारी,skipped_single_title_mismatch
bhJ8_EqziNY,bhajman ram charan sukhdayi,221,"221,629",Bhajan|Ramji,Bhajan|Ramji,Bhajan|Ramji,भजमन राम चरण सुखदाई,skipped_single_title_mismatch
6BJR_j4FHz4,ram naam ke heere moti,222,"222,403,630,944",Bhajan|Ramji,Bhajan|Ramji,Bhajan|Dussehra|Happiness|Health|RamNavami|Ramji|Success,राम नाम के हीरे मोती,skipped_single_title_mismatch
eXSq8m8CqGc,man mein ram basa le,223,"223,631",Bhajan|Ramji,Bhajan|Ramji,Bhajan|Ramji,मन में राम बसा ले,skipped_single_title_mismatch
_9mbammZPdU,shri ram janm katha:,224,"224,632",Katha|Ramji,Katha|Ramji,Katha|Ramji,श्री राम जन्म कथा:,skipped_single_title_mismatch
