rowIndex,topLevel,genre,nameCleanData,titleEnBhajanAudio,namesMatch,videoId,youtubeUrl
800,Success,Shloka,Saraswati Shlok,Saraswati Shlok,True,Asb3NCYzDnM,https://youtube.com/shorts/Asb3NCYzDnM?si=2Ip-bhoGeriuglXN
801,Success,Shloka,Udyamen Hi Sidhyanti Karyani Na Manorathaih,Udyamen Hi Sidhyanti Karyani Na Manorathaih,True,WCcW1Efq3W4,https://youtu.be/WCcW1Efq3W4?si=-ql30mOBC_JbYjXP
802,Success,Shloka,Upanishad Shanti Path,Upanishad Shanti Path,True,vfzibQrVPoM,https://youtu.be/vfzibQrVPoM?si=y7xPU6cE7-JtCkvc
803,Success,Shloka,Guru Shlok,Guru Shlok,True,fGShWlmiDyE,https://youtube.com/shorts/fGShWlmiDyE?si=sHBTIs2BRo6Bf0Pj
804,Diwali,Mantra,Ganesh Gayatri,Ganesh Gayatri,True,dkVlpm1mKFI,https://youtu.be/dkVlpm1mKFI?si=vJFkS8R3-PMxX_Ji
805,Diwali,Mantra,Mahalakshmi Beej Mantra,Mahalakshmi Beej Mantra,True,bcs4geISuy0,https://youtu.be/bcs4geISuy0?si=iIlUMsgUwP0VAQdf
806,Diwali,Mantra,Mahalakshmi Beej Mantra,Mahalakshmi Beej Mantra,True,bcs4geISuy0,https://youtu.be/bcs4geISuy0?si=iIlUMsgUwP0VAQdf
807,Diwali,Mantra,Shri Suktam:,Shri Suktam:,True,OC7LQxuhQUU,https://youtu.be/OC7LQxuhQUU?si=Dk4q0uGOrbCSfm7I
808,Diwali,Mantra,Ganesha Shlok,Ganesha Shlok,True,1mCkCzBIvDo,https://youtube.com/shorts/1mCkCzBIvDo?si=gbomNeAXomyRR6Xw
809,Diwali,Mantra,Lakshmi Gayatri Mantra,Lakshmi Gayatri Mantra,True,HeqiNrjiCfk,https://youtu.be/HeqiNrjiCfk?si=EyUBWgbK16-rLLp0
810,Diwali,Mantra,Saraswati Mantra,Saraswati Mantra,True,-NqX8zOZ62w,https://youtu.be/-NqX8zOZ62w?si=DWcjvgR9t3KYkz-D
811,Diwali,Mantra,Mool Beej Mantra,Mool Beej Mantra,True,Naruxgq6oMU,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-
812,Diwali,Mantra,Mahalakshmi Ashtakam,Mahalakshmi Ashtakam,True,7BEYmt8EeX8,https://youtube.com/shorts/7BEYmt8EeX8?si=kqi58ODFW_qjBs1A
813,Diwali,Mantra,Shri Vishnu Stuti,Shri Vishnu Stuti,True,XAxNnRPoyiU,https://youtu.be/XAxNnRPoyiU?si=SzEsaZlOfS48Hd-b
814,Diwali,Mantra,Gayatri Mantra,Gayatri Mantra,True,nwRoHC83wx0,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE
815,Diwali,Aarti,Lakshmi Ji Ki Aarti,Lakshmi Ji Ki Aarti,True,zdZ67AM47u8,https://youtu.be/zdZ67AM47u8?si=Ff03RfC0f0Fll-oI
816,Diwali,Aarti,Jai Ganesh Jai Ganesh Deva,Jai Ganesh Jai Ganesh Deva,True,Yuex2EnsGiY,https://youtu.be/Yuex2EnsGiY?si=0_Pq00ZXiWo3JeVx
817,Diwali,Aarti,Om Jai Jagdish Hare,Om Jai Jagdish Hare,True,NE3SWh9_vR4,https://youtu.be/NE3SWh9_vR4?si=oJOVnsbkOB7Qxw5b
818,Diwali,Aarti,Kuber Ji Ki Aarti,Kuber Ji Ki Aarti,True,c0J1WntPaDg,https://youtu.be/c0J1WntPaDg?si=PMqDiJZ9LjbiqiFk
819,Diwali,Bhajan,Mahalakshmi Ashtakam,Mahalakshmi Ashtakam,True,7BEYmt8EeX8,https://youtube.com/shorts/7BEYmt8EeX8?si=kqi58ODFW_qjBs1A
820,Diwali,Bhajan,Shri Suktam:,Shri Suktam:,True,OC7LQxuhQUU,https://youtu.be/OC7LQxuhQUU?si=Dk4q0uGOrbCSfm7I
821,Diwali,Bhajan,Shri Ram Chandra Kripalu Bhaju Man,Shri Ram Chandra Kripalu Bhaju Man,True,EiBdfBciDA0,https://youtu.be/EiBdfBciDA0?si=nmwSs611cJ-RuV8D
822,Diwali,Bhajan,Maiya Lakshmi Ji Ki Amritwani,Maiya Lakshmi Ji Ki Amritwani,True,dHaorYzhsMQ,https://youtu.be/dHaorYzhsMQ?si=-1r8kafoFsK3S4_k
823,Diwali,Bhajan,Jai Ganesh Jai Ganesh Deva,Jai Ganesh Jai Ganesh Deva,True,Yuex2EnsGiY,https://youtu.be/Yuex2EnsGiY?si=SN2TjtMVVhHmp7gl
824,Diwali,Bhajan,Shri Lakshmi Chalisa,Shri Lakshmi Chalisa,True,aLKLcvJZ2Hc,https://youtu.be/aLKLcvJZ2Hc?si=LghSz9KgBnH3YqXK
825,Diwali,Bhajan,Shri Ramchandra Kripalu,Shri Ramchandra Kripalu,True,leVoi6kkp3o,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8
826,Diwali,Bhajan,Achyutam Keshavam Krishna Damodaram,Achyutam Keshavam Krishna Damodaram,True,3yczGKnskts,https://youtu.be/3yczGKnskts?si=kXnjK3iThd_asoFy
827,Diwali,Bhajan,Thumak Chalat Ramchandra Bajat Painjaniya,Thumak Chalat Ramchandra Bajat Painjaniya,True,PT1CwFIoc98,https://youtu.be/PT1CwFIoc98?si=xAYsyfQq1WC7E0z_
828,Diwali,Bhajan,Mahalakshmi Kavach,Mahalakshmi Kavach,True,OvimStyyQWI,https://youtu.be/OvimStyyQWI?si=SwrQDOQ7f47RApTT
829,Diwali,Bhajan,Vishnu Sahasranama,Vishnu Sahasranama,True,EvzntcbyjFU,https://youtu.be/EvzntcbyjFU?si=hm8jdvkNsk7IYzFJ
830,Diwali,Katha,श्री राम का आगमन,श्री राम का आगमन,True,tj6yKxSPQZQ,https://youtu.be/tj6yKxSPQZQ?si=_x0KiFTx5Dwnc27J
831,Diwali,Katha,नरकासुर वध,नरकासुर वध,True,V5bvJlR38xE,https://youtu.be/V5bvJlR38xE?si=Cmm8uCXgEtB9CWux
832,Diwali,Katha,Lakshmi Ji Ki Avatar Katha |,Lakshmi Ji Ki Avatar Katha |,True,BL5lLnsLUrA,https://youtu.be/BL5lLnsLUrA?si=gbst_MpkoyNGs-vd
833,Janmashtami,Mantra,Mukti Mantra,Mukti Mantra,True,felGgBmnx-I,https://youtu.be/felGgBmnx-I?si=YoB5C1tli8tX3Kpx
834,Janmashtami,Mantra,Mahamantra,Mahamantra,True,Zdcth9NndEA,https://youtu.be/Zdcth9NndEA?si=cBoFKjOpIFF2NbjP
835,Janmashtami,Mantra,Krishna Gayatri,Krishna Gayatri,True,yzwVyns93nc,https://youtu.be/yzwVyns93nc?si=UqzAJ3pjM1DUhsI7
836,Janmashtami,Mantra,Santan Gopal Mantra,Santan Gopal Mantra,True,U5XZNBFMFm4,https://youtube.com/shorts/U5XZNBFMFm4?si=ZQOWvCHdZfFJKL7h
837,Janmashtami,Mantra,Om Kleem Krishnaya Namah,Om Kleem Krishnaya Namah,True,WqiKUywr55o,https://youtu.be/WqiKUywr55o?si=sx_88WGHIxnkZoNM
838,Janmashtami,Mantra,Klesh Nashak Mantra,Klesh Nashak Mantra,True,OLWnCrUl6yA,https://youtu.be/OLWnCrUl6yA?si=yTdHh02DhHtKHuLe
839,Janmashtami,Mantra,Shri Krishnaya Sharanam Mama,Shri Krishnaya Sharanam Mama,True,1y2tRqtND1Y,https://youtu.be/1y2tRqtND1Y?si=j1s6RWWKKwE9EShB
840,Janmashtami,Mantra,Govind Mantra,Govind Mantra,True,0grOjMCVG_w,https://youtu.be/0grOjMCVG_w?si=Hnt_Ffu39XgFWHSn
841,Janmashtami,Mantra,Madhurashtakam,Madhurashtakam,True,sdZpM8paUnM,https://youtu.be/sdZpM8paUnM?si=nAeAA34E_6X4S8uO
842,Janmashtami,Mantra,Achyutam Keshavam Krishna Damodaram,Achyutam Keshavam Krishna Damodaram,True,3yczGKnskts,https://youtu.be/3yczGKnskts?si=kXnjK3iThd_asoFy
843,Janmashtami,Aarti,Aarti Kunjbihari Ki,Aarti Kunjbihari Ki,True,EMO1AT1UQf0,https://youtu.be/EMO1AT1UQf0?si=MkZfeLJzerN3VqU3
844,Janmashtami,Aarti,Jai Ganesh Jai Ganesh Deva,Jai Ganesh Jai Ganesh Deva,True,Yuex2EnsGiY,https://youtu.be/Yuex2EnsGiY?si=0_Pq00ZXiWo3JeVx
845,Janmashtami,Aarti,Aarti Shri Banke Bihari Teri Aarti Gaun,Aarti Shri Banke Bihari Teri Aarti Gaun,True,6LO2PRgbutc,https://youtu.be/6LO2PRgbutc?si=5jlVXHicQQJxmGEG
846,Janmashtami,Aarti,Om Jai Jagdish Hare,Om Jai Jagdish Hare,True,NE3SWh9_vR4,https://youtu.be/NE3SWh9_vR4?si=oJOVnsbkOB7Qxw5b
847,Janmashtami,Bhajan,Madhurashtakam,Madhurashtakam,True,sdZpM8paUnM,https://youtu.be/sdZpM8paUnM?si=nAeAA34E_6X4S8uO
848,Janmashtami,Bhajan,Achyutam Keshavam Krishna Damodaram,Achyutam Keshavam Krishna Damodaram,True,3yczGKnskts,https://youtu.be/3yczGKnskts?si=kXnjK3iThd_asoFy
849,Janmashtami,Bhajan,Yashomati Maiya Se Bole,Yashomati Maiya Se Bole,True,RIYVVqu2XY4,https://youtu.be/RIYVVqu2XY4?si=zZcShWvTzV_kAWCQ
850,Janmashtami,Bhajan,Govind Bolo Hari Gopal Bolo,Govind Bolo Hari Gopal Bolo,True,QUw-FAmmaGw,https://youtu.be/QUw-FAmmaGw?si=EXBCGPVYhs5y2T4D
851,Janmashtami,Bhajan,Nand Ke Anand Bhayo Jai Kanhaiya Lal Ki,Nand Ke Anand Bhayo Jai Kanhaiya Lal Ki,True,dUJG4REgj8o,https://youtu.be/dUJG4REgj8o?si=FEiQaZGLOw08y30s
852,Janmashtami,Bhajan,Chhoti Chhoti Gaiya Chhote Chhote Gwal,Chhoti Chhoti Gaiya Chhote Chhote Gwal,True,XzqJUoSDHZU,https://youtu.be/XzqJUoSDHZU?si=8-LAQkUg8tq7ov6T
853,Janmashtami,Bhajan,Mere Banke Bihari Lal,Mere Banke Bihari Lal,True,P1R6Bk0C_BM,https://youtu.be/P1R6Bk0C_BM?si=inh8vmHBJW8J7oYN
854,Janmashtami,Bhajan,Shyam Teri Bansi Pukare Radha Naam,Shyam Teri Bansi Pukare Radha Naam,True,XJqKbDxAa3U,https://youtu.be/XJqKbDxAa3U?si=8QX2YAec4EyoDiPP
855,Janmashtami,Bhajan,Shri Krishna Govind Hare Murari,Shri Krishna Govind Hare Murari,True,ne3Mjg1M-Uo,https://youtu.be/ne3Mjg1M-Uo?si=xT7OOKlB5SXv2bDf
856,Janmashtami,Bhajan,Aisi Lagi Lagan,Aisi Lagi Lagan,True,dnCE-kSHES0,https://youtu.be/dnCE-kSHES0?si=yTCI8n72etTZr0XL
857,Janmashtami,Katha,Shri Krishna Janm Katha:,Shri Krishna Janm Katha:,True,DCkMeVhmiC4,https://youtu.be/DCkMeVhmiC4?si=yxxvmUMREHx5iv2a
858,Janmashtami,Katha,पूतना वध की कथा,पूतना वध की कथा,True,s6eY3KmckxM,https://youtu.be/s6eY3KmckxM?si=snJjDcySedBSkWXG
859,Janmashtami,Katha,Govardhan Ji Katha,Govardhan Ji Katha,True,mmVbmowFswQ,https://youtu.be/mmVbmowFswQ?si=4Pq4-LiYvLPJNzNH
860,Janmashtami,Katha,कालिया नाग मर्दन,कालिया नाग मर्दन,True,RsBjj-D9yNA,https://youtu.be/RsBjj-D9yNA?si=V-Ft5Yq0hG1iLEl7
861,Dussehra,Mantra,Om Ramaya Namah,Om Ramaya Namah,True,CA8RcKyO0Y4,https://youtu.be/CA8RcKyO0Y4?si=lQGTY9Ov96Uhu8JI
862,Dussehra,Mantra,अपराजिता मंत्र,अपराजिता मंत्र,True,L1thhiT_Hq0,https://youtu.be/L1thhiT_Hq0?si=p77WkcVu8MRuE5Mk
863,Dussehra,Mantra,भय नाशक मंत्र,भय नाशक मंत्र,True,snRINfVgunw,https://youtu.be/snRINfVgunw?si=OBhIF1xWjPyu43K6
864,Dussehra,Mantra,Beej Mantra,Beej Mantra,True,jB4aaP2X7S4,https://youtu.be/jB4aaP2X7S4?si=m9_aarWrjCpP8nDx
865,Dussehra,Mantra,सिद्धि मंत्र,सिद्धि मंत्र,True,vlc0vWvSrOM,https://youtu.be/vlc0vWvSrOM?si=kqXnkvDI7kec51Je
866,Dussehra,Mantra,Om Namo Bhagavate Ramchandraya,Om Namo Bhagavate Ramchandraya,True,sRjLbmFjjQ0,https://youtu.be/sRjLbmFjjQ0?si=BflcnYp06jrhbI1r
867,Dussehra,Mantra,राम गायत्री मंत्र,राम गायत्री मंत्र,True,7jwEnIwT_kk,https://youtu.be/7jwEnIwT_kk?si=Mm_qCEbi9iNrHK62
868,Dussehra,Aarti,Shri Ramchandra Kripalu,Shri Ramchandra Kripalu,True,leVoi6kkp3o,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8
869,Dussehra,Aarti,आरती कीजै रामलला की,आरती कीजै रामलला की,True,3_QR2HxO3N4,https://youtu.be/3_QR2HxO3N4?si=Yits6lNC08jSD5UK
870,Dussehra,Aarti,Aarti Keeje Hanuman Lala Ki,Aarti Keeje Hanuman Lala Ki,True,r7GJ8GoGSD8,https://youtu.be/r7GJ8GoGSD8?si=_XwHYxWLE9gLr6gI
871,Dussehra,Aarti,"Ambe Tu Hai Jagdambe Kali, Jai Durge Khappar Wali","Ambe Tu Hai Jagdambe Kali, Jai Durge Khappar Wali",True,dVTUUtOHUCA,https://youtu.be/dVTUUtOHUCA?si=Kos_i0o8NA3VrmOj
872,Dussehra,Aarti,Om Jai Jagdish Hare,Om Jai Jagdish Hare,True,NE3SWh9_vR4,https://youtu.be/NE3SWh9_vR4?si=oJOVnsbkOB7Qxw5b
873,Dussehra,Strotam,"Apadamapahartaram Dataram Sarvasampadam.
Lokabhiramam Shriramam Bhuyo Bhuyo Namamyaham.","Apadamapahartaram Dataram Sarvasampadam.
Lokabhiramam Shriramam Bhuyo Bhuyo Namamyaham.",True,y-Xv63obhKI,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA
874,Dussehra,Strotam,Aditya Hridaya Stotra:,Aditya Hridaya Stotra:,True,invPCYDaWUE,https://youtu.be/invPCYDaWUE?si=-cwsyKTg-INmshaY
875,Dussehra,Strotam,Shri Ramchandra Kripalu,Shri Ramchandra Kripalu,True,leVoi6kkp3o,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8
876,Dussehra,Strotam,"Ambe Tu Hai Jagdambe Kali, Jai Durge Khappar Wali","Ambe Tu Hai Jagdambe Kali, Jai Durge Khappar Wali",True,dVTUUtOHUCA,https://youtu.be/dVTUUtOHUCA?si=Kos_i0o8NA3VrmOj
877,Dussehra,Strotam,Hanuman Chalisa,Hanuman Chalisa,True,AETFvQonfV8,https://youtu.be/AETFvQonfV8?si=YezmW2nYi76Eoi6Q
878,Dussehra,Strotam,Vishnu Sahasranama,Vishnu Sahasranama,True,EvzntcbyjFU,https://youtu.be/EvzntcbyjFU?si=hm8jdvkNsk7IYzFJ
879,Dussehra,Strotam,Shri Ram Ashtakam,Shri Ram Ashtakam,True,EvfGBluQkSk,https://youtu.be/EvfGBluQkSk?si=7z6NrixCl74aIvH_
880,Dussehra,Strotam,Bajrang Baan,Bajrang Baan,True,h1lT6cxwsPw,https://youtu.be/h1lT6cxwsPw?si=KdhV4ABeZuxVKiuY
881,Dussehra,Bhajan,Nagari Ho Ayodhya Si,Nagari Ho Ayodhya Si,True,ZkKStVgGEJY,https://youtu.be/ZkKStVgGEJY?si=3ByfjplaH0mUbK5v
882,Dussehra,Bhajan,मंगल भवन अमंगल हारी,मंगल भवन अमंगल हारी,True,0rWQi2OWezo,https://youtu.be/0rWQi2OWezo?si=B6lBpLuUPknXnb2D
883,Dussehra,Bhajan,मेरे सरकार आए हैं,मेरे सरकार आए हैं,True,ukq70I4YDP8,https://youtu.be/ukq70I4YDP8?si=iYTlYHdKfxHOlv8_
884,Dussehra,Bhajan,सुख के सब साथी,सुख के सब साथी,True,4VqeqbzJxbc,https://youtu.be/4VqeqbzJxbc?si=0n0edKyje9U0o6le
885,Dussehra,Bhajan,Ram Ji Ki Nikli Sawari,Ram Ji Ki Nikli Sawari,True,bZ-Zrc-GPoc,https://youtu.be/bZ-Zrc-GPoc?si=cw_EX8USJqc4e0KA
886,Dussehra,Bhajan,Thumak Chalat Ramchandra Bajat Painjaniya,Thumak Chalat Ramchandra Bajat Painjaniya,True,PT1CwFIoc98,https://youtu.be/PT1CwFIoc98?si=Il-i74wqg1etBqxF
887,Dussehra,Bhajan,Duniya Chale Na Shri Ram Ke Bina,Duniya Chale Na Shri Ram Ke Bina,True,sDhrWWWBQLI,https://youtu.be/sDhrWWWBQLI?si=q8A3dtzw-Pz1pxK1
888,Dussehra,Bhajan,राम जी का नाम लेकर,राम जी का नाम लेकर,True,rPUuIMR7IJg,https://youtu.be/rPUuIMR7IJg?si=Ih0RY7ld8sJvMgQ6
889,Dussehra,Bhajan,कभी राम बनके कभी श्याम,कभी राम बनके कभी श्याम,True,mZjySBOJj10,https://youtu.be/mZjySBOJj10?si=hNqlQH7zayev0e3e
890,Dussehra,Bhajan,Ram Naam Ke Heere Moti,Ram Naam Ke Heere Moti,True,6BJR_j4FHz4,https://youtu.be/6BJR_j4FHz4?si=hRLU-bLSvuuKWHgs
891,Dussehra,Katha,Vijayadashami - Ram Ravan Antim Yudh Ki Sampurn Katha |,Vijayadashami - Ram Ravan Antim Yudh Ki Sampurn Katha |,True,MtbVsknZP-A,https://youtu.be/MtbVsknZP-A?si=uMbJViu_PvND-iuY
892,Dussehra,Katha,महिषासुर मर्दन,महिषासुर मर्दन,True,897iHQ6bPbU,https://youtu.be/897iHQ6bPbU?si=yutaXaaJ0l7YzH9U
893,MahaShivratri,Mantra,Shiv Panchakshar,Shiv Panchakshar,True,AK-fDVxDV6A,https://youtube.com/shorts/AK-fDVxDV6A?si=hJqXBNcFgGpUmF7A
894,MahaShivratri,Mantra,Mahamrityunjay Mantra,Mahamrityunjay Mantra,True,OV9LXGOXjgs,https://youtu.be/OV9LXGOXjgs?si=0izGm1eYkmBS0343
895,MahaShivratri,Mantra,Shiv Gayatri Mantra,Shiv Gayatri Mantra,True,ytV08faCJwg,https://youtu.be/ytV08faCJwg?si=eXY_cZGO-FsueNS1
896,MahaShivratri,Mantra,Shiv Gayatri Mantra,Shiv Gayatri Mantra,True,ytV08faCJwg,https://youtu.be/ytV08faCJwg?si=5OYB2QhpM3Jyjw28
897,MahaShivratri,Mantra,Shiv Shlok,Shiv Shlok,True,IPmuTHmizWo,https://youtube.com/shorts/IPmuTHmizWo?si=XZ2PxqPnPCnTi9QR
898,MahaShivratri,Mantra,सिद्धि मंत्र,सिद्धि मंत्र,True,vlc0vWvSrOM,https://youtu.be/vlc0vWvSrOM?si=kqXnkvDI7kec51Je
899,MahaShivratri,Mantra,Rudra Mantra,Rudra Mantra,True,iEAPaA9Yf1s,https://youtu.be/iEAPaA9Yf1s?si=lGmdeqXsCqtQQzx1
900,MahaShivratri,Mantra,Shiv Stuti Mantra,Shiv Stuti Mantra,True,Ly_Md1OOyTE,https://youtu.be/Ly_Md1OOyTE?si=ni-k1rrLMF2suMfD
901,MahaShivratri,Strotam,Shiv Tandav Stotram,Shiv Tandav Stotram,True,S980-z1qx3g,https://youtu.be/S980-z1qx3g?si=mdxNJBopqX3nNpBz
902,MahaShivratri,Strotam,Shiv Rudrashtakam Stuti,Shiv Rudrashtakam Stuti,True,8xvbnfVIJL4,https://youtu.be/8xvbnfVIJL4?si=_w4OfD0T9j_4Ro1r
903,MahaShivratri,Strotam,लिंगाष्टकम,लिंगाष्टकम,True,6D1FdZczNXI,https://youtu.be/6D1FdZczNXI?si=HhkiWFaq0I_CSFs-
904,MahaShivratri,Strotam,Shiv Manas Puja,Shiv Manas Puja,True,zukqadAe9N8,https://youtu.be/zukqadAe9N8?si=c6fU3iNcPs4fnzy_
905,MahaShivratri,Strotam,द्वादश ज्योतिर्लिंग स्तोत्र,द्वादश ज्योतिर्लिंग स्तोत्र,True,QgkBIoUeAa0,https://youtu.be/QgkBIoUeAa0?si=etWL2dCG7qHJW8UX
906,MahaShivratri,Strotam,शिव पंचाक्षर स्तोत्र,शिव पंचाक्षर स्तोत्र,True,xFvfdjw2eno,https://youtu.be/xFvfdjw2eno?si=d8Bz_map05AF4Ekj
907,MahaShivratri,Strotam,बिल्वाष्टकम,बिल्वाष्टकम,True,s9o8JD8PU6w,https://youtu.be/s9o8JD8PU6w?si=NdbU-vNmPd5XXH0H
908,MahaShivratri,Strotam,शिव महिम्न स्तोत्र,शिव महिम्न स्तोत्र,True,xaKaZvgkKm8,https://youtu.be/xaKaZvgkKm8?si=S78-0Gmt-ZokKrpm
909,MahaShivratri,Strotam,वेदसार शिव स्तोत्र,वेदसार शिव स्तोत्र,True,cNvPNnhiSo8,https://youtu.be/cNvPNnhiSo8?si=8xy43ALgaQcYsQV-
910,MahaShivratri,Strotam,Mahamrityunjay Mantra,Mahamrityunjay Mantra,True,OV9LXGOXjgs,https://youtu.be/OV9LXGOXjgs?si=9xpVAx95c3g2zoh6
911,MahaShivratri,Bhajan,Shiv Shankar Ko Jisne Puja,Shiv Shankar Ko Jisne Puja,True,w7HbgKcQS_w,https://youtu.be/w7HbgKcQS_w?si=9LtJV_tRsaENcyyg
912,MahaShivratri,Bhajan,मेरा भोला है भंडारी,मेरा भोला है भंडारी,True,gaJR15qWTDA,https://youtu.be/gaJR15qWTDA?si=YjZV_xqQyOwRcX-i
913,MahaShivratri,Bhajan,शिव कैलाशों के वासी,शिव कैलाशों के वासी,True,PlIoHp6v3LI,https://youtu.be/PlIoHp6v3LI?si=5OhUwGm9BeenQ6AQ
914,MahaShivratri,Bhajan,मन मेरा मंदिर शिव मेरी पूजा,मन मेरा मंदिर शिव मेरी पूजा,True,S6HFRZmZrTI,https://youtu.be/S6HFRZmZrTI?si=l6hw1fGuaYEXLM0K
915,MahaShivratri,Bhajan,सत्यम शिवम सुंदरम,सत्यम शिवम सुंदरम,True,3HwifzYsSeA,https://youtu.be/3HwifzYsSeA?si=3-gdKJEEngGEIV6f
916,MahaShivratri,Bhajan,नगर में जोगी आया,नगर में जोगी आया,True,awGyMNeThgQ,https://youtu.be/awGyMNeThgQ?si=ADmIyULOAZL2gy7C
917,MahaShivratri,Bhajan,भोले ओ भोले,भोले ओ भोले,True,zkUxRCOUWVo,https://youtu.be/zkUxRCOUWVo?si=iB21dUCzH49ADVXn
918,MahaShivratri,Bhajan,ऐसी सुबह ना आए,ऐसी सुबह ना आए,True,rNSfDMxWHG8,https://youtu.be/rNSfDMxWHG8?si=6whX6JaH6V_vfSA4
919,MahaShivratri,Bhajan,बम लहरी,बम लहरी,True,iR8cieM-CFs,https://youtu.be/iR8cieM-CFs?si=p13R2NEb8EoWiSTR
920,MahaShivratri,Bhajan,शिव जी सत्य है,शिव जी सत्य है,True,kR4LMcp_AFI,https://youtu.be/kR4LMcp_AFI?si=fzx4iasop3dNiy4s
921,MahaShivratri,Katha,शिव पार्वती विवाह की संपूर्ण कथा,शिव पार्वती विवाह की संपूर्ण कथा,True,HHtMKIeMBAk,https://youtu.be/HHtMKIeMBAk?si=eUWok9Kg2Onxu6Il
922,GaneshChaturthi,Mantra,Mool Beej Mantra,Mool Beej Mantra,True,Naruxgq6oMU,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-
923,GaneshChaturthi,Mantra,Om Vakratundaya Hum,Om Vakratundaya Hum,True,cidhzMLBUPQ,https://youtu.be/cidhzMLBUPQ?si=fXMWhEu5ZeeOpj3l
924,GaneshChaturthi,Mantra,सिद्धि विनायक मंत्र,सिद्धि विनायक मंत्र,True,WawKv8E20KA,https://youtu.be/WawKv8E20KA?si=x3wVEkjdEi04Isk0
925,GaneshChaturthi,Mantra,Ganesh Gayatri,Ganesh Gayatri,True,dkVlpm1mKFI,https://youtu.be/dkVlpm1mKFI?si=vJFkS8R3-PMxX_Ji
926,GaneshChaturthi,Mantra,Ganesha Shlok,Ganesha Shlok,True,1mCkCzBIvDo,https://youtube.com/shorts/1mCkCzBIvDo?si=gbomNeAXomyRR6Xw
927,GaneshChaturthi,Mantra,ऋद्धि-सिद्धि मंत्र,ऋद्धि-सिद्धि मंत्र,True,Qvu09XysxWw,https://youtu.be/Qvu09XysxWw?si=2rCzQ7OWozkWCYhx
928,GaneshChaturthi,Mantra,Om Shreem Gam Saubhagya Ganapataye Varvarada Sarvajanma Me Vashamanya Swaha,Om Shreem Gam Saubhagya Ganapataye Varvarada Sarvajanma Me Vashamanya Swaha,True,nbfyD78Dke0,https://youtu.be/nbfyD78Dke0?si=--jK-lqu9SvtXhzK
929,GaneshChaturthi,Mantra,Ganesh Stuti,Ganesh Stuti,True,agqwzb3YzQ0,https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK
930,GaneshChaturthi,Strotam,Shri Sankatnashan Ganesh Stotra:,Shri Sankatnashan Ganesh Stotra:,True,aTFeZxXkL78,https://youtu.be/aTFeZxXkL78?si=dnS6JCgCFy-zz_xG
931,GaneshChaturthi,Strotam,Ganesh Atharvashirsha:,Ganesh Atharvashirsha:,True,Tssx17scqO4,https://youtu.be/Tssx17scqO4?si=gBPrZ12Ss-Z8E65l
932,GaneshChaturthi,Strotam,Shri Ganeshpancharatnam,Shri Ganeshpancharatnam,True,vYFOV9nj-_w,https://youtu.be/vYFOV9nj-_w?si=Fh10acxtqXypmgSV
933,GaneshChaturthi,Strotam,Shri Ganesh Chalisa,Shri Ganesh Chalisa,True,WyHFSjN0miU,https://youtu.be/WyHFSjN0miU?si=pCUb4V5RltoNG-DB
934,GaneshChaturthi,Strotam,Ganesh Ashtakam,Ganesh Ashtakam,True,BhrCfQ0xyp8,https://youtu.be/BhrCfQ0xyp8?si=Y8ihF6eLhRKE0QZ1
935,GaneshChaturthi,Strotam,ऋणमोचन गणेश स्तोत्र,ऋणमोचन गणेश स्तोत्र,True,ZSdGIRPRca0,https://youtu.be/ZSdGIRPRca0?si=JCfj8Mp_WSFKabzU
936,GaneshChaturthi,Strotam,गणपति गकार स्तोत्र,गणपति गकार स्तोत्र,True,Ab04UFqu-Qs,https://youtu.be/Ab04UFqu-Qs?si=Y71l_1lC5QwtYyiq
937,GaneshChaturthi,Strotam,Shri Ganesh Kavach:,Shri Ganesh Kavach:,True,av9FFShVYBU,https://youtu.be/av9FFShVYBU?si=cCKzcZmfK8byA0X8
938,GaneshChaturthi,Strotam,लम्बोदर स्तोत्र,लम्बोदर स्तोत्र,True,DZkdEN1cf8o,https://youtu.be/DZkdEN1cf8o?si=AtgM9TK_H5Acd7yX
939,GaneshChaturthi,Strotam,गणेश द्वादशनाम स्तोत्र,गणेश द्वादशनाम स्तोत्र,True,mGhfk_LKRjg,https://youtu.be/mGhfk_LKRjg?si=5ukbYBvhM7eSwtoS
940,GaneshChaturthi,Bhajan,देवा श्री गणेशा,देवा श्री गणेशा,True,RCCYorPLJmQ,https://youtu.be/RCCYorPLJmQ?si=BSLfeZMLzDux3CZE
941,GaneshChaturthi,Bhajan,Sukhakarta Dukhaharta Varta Vighnachi,Sukhakarta Dukhaharta Varta Vighnachi,True,gFr5p5AyuD0,https://youtu.be/gFr5p5AyuD0?si=d8JQg36LZDxyWjr3
942,GaneshChaturthi,Bhajan,Ghar Mein Padharo,Ghar Mein Padharo,True,nLUmRxc6140,https://youtu.be/nLUmRxc6140?si=TlXcstkGhRj6Ed0G
